date,diesel_driving,unleaded_100,unleaded_95,autogas
14-03-17,1.292,1.727,1.533,0.859
15-03-17,1.29,1.726,1.53,0.858
16-03-17,1.288,1.723,1.527,0.857
17-03-17,1.286,1.716,1.525,0.857
18-03-17,1.286,1.716,1.525,0.857
19-03-17,1.284,1.716,1.522,0.856
20-03-17,1.283,1.721,1.52,0.855
21-03-17,1.281,1.72,1.519,0.853
22-03-17,1.28,1.719,1.518,0.853
23-03-17,1.279,1.718,1.517,0.852
24-03-17,1.277,1.711,1.516,0.851
25-03-17,1.277,1.711,1.516,0.851
26-03-17,1.276,1.711,1.515,0.85
27-03-17,1.275,1.717,1.514,0.849
28-03-17,1.274,1.717,1.513,0.848
29-03-17,1.273,1.716,1.512,0.847
30-03-17,1.272,1.716,1.512,0.846
31-03-17,1.272,1.71,1.512,0.844
01-04-17,1.272,1.71,1.512,0.844
02-04-17,1.271,1.711,1.512,0.843
03-04-17,1.271,1.716,1.512,0.842
04-04-17,1.271,1.717,1.514,0.842
05-04-17,1.272,1.718,1.516,0.841
06-04-17,1.273,1.718,1.519,0.841
07-04-17,1.274,1.714,1.523,0.841
08-04-17,1.274,1.714,1.523,0.841
09-04-17,1.274,1.714,1.523,0.841
10-04-17,1.277,1.721,1.528,0.841
11-04-17,1.279,1.725,1.533,0.841
12-04-17,1.282,1.727,1.537,0.84
13-04-17,1.285,1.728,1.542,0.84
14-04-17,1.286,1.724,1.544,0.84
15-04-17,1.286,1.724,1.544,0.84
16-04-17,1.287,1.725,1.546,0.84
17-04-17,1.288,1.728,1.547,0.84
18-04-17,1.289,1.732,1.549,0.84
19-04-17,1.289,1.733,1.55,0.84
20-04-17,1.29,1.733,1.551,0.839
21-04-17,1.291,1.727,1.551,0.839
22-04-17,1.291,1.727,1.551,0.839
23-04-17,1.291,1.729,1.551,0.839
24-04-17,1.291,1.734,1.551,0.838
25-04-17,1.291,1.735,1.55,0.837
26-04-17,1.29,1.734,1.548,0.835
27-04-17,1.289,1.733,1.546,0.833
28-04-17,1.287,1.725,1.543,0.833
29-04-17,1.287,1.725,1.543,0.833
30-04-17,1.284,1.722,1.539,0.831
01-05-17,1.283,1.724,1.539,0.83
02-05-17,1.282,1.729,1.536,0.83
03-05-17,1.279,1.727,1.532,0.827
04-05-17,1.277,1.724,1.528,0.827
05-05-17,1.274,1.716,1.524,0.824
06-05-17,1.274,1.716,1.524,0.824
07-05-17,1.271,1.715,1.52,0.821
08-05-17,1.268,1.72,1.517,0.817
09-05-17,1.265,1.718,1.513,0.815
10-05-17,1.262,1.716,1.51,0.813
11-05-17,1.261,1.713,1.508,0.812
12-05-17,1.259,1.705,1.506,0.81
13-05-17,1.259,1.705,1.506,0.81
14-05-17,1.258,1.705,1.504,0.808
15-05-17,1.257,1.709,1.504,0.806
16-05-17,1.256,1.711,1.503,0.805
17-05-17,1.256,1.711,1.503,0.804
18-05-17,1.255,1.71,1.503,0.803
19-05-17,1.255,1.704,1.503,0.802
20-05-17,1.255,1.704,1.503,0.802
21-05-17,1.255,1.704,1.502,0.801
22-05-17,1.255,1.711,1.502,0.8
23-05-17,1.255,1.711,1.503,0.799
24-05-17,1.254,1.711,1.502,0.798
25-05-17,1.256,1.711,1.503,0.797
26-05-17,1.257,1.706,1.504,0.798
27-05-17,1.257,1.706,1.504,0.798
28-05-17,1.257,1.707,1.504,0.797
29-05-17,1.257,1.713,1.504,0.796
30-05-17,1.257,1.713,1.504,0.796
31-05-17,1.257,1.713,1.504,0.796
01-06-17,1.257,1.712,1.503,0.795
02-06-17,1.257,1.705,1.503,0.795
03-06-17,1.257,1.705,1.503,0.795
04-06-17,1.257,1.705,1.503,0.795
05-06-17,1.256,1.711,1.501,0.792
06-06-17,1.254,1.711,1.5,0.791
07-06-17,1.252,1.709,1.497,0.789
08-06-17,1.25,1.706,1.494,0.788
09-06-17,1.247,1.697,1.491,0.785
10-06-17,1.247,1.697,1.491,0.785
11-06-17,1.244,1.697,1.488,0.784
12-06-17,1.242,1.702,1.486,0.782
13-06-17,1.24,1.7,1.484,0.78
14-06-17,1.238,1.699,1.482,0.779
15-06-17,1.236,1.696,1.48,0.778
16-06-17,1.234,1.689,1.478,0.777
17-06-17,1.234,1.689,1.478,0.777
18-06-17,1.233,1.688,1.475,0.776
19-06-17,1.231,1.692,1.473,0.776
20-06-17,1.229,1.691,1.471,0.775
21-06-17,1.227,1.69,1.469,0.775
22-06-17,1.227,1.688,1.467,0.774
23-06-17,1.225,1.681,1.466,0.771
24-06-17,1.225,1.681,1.466,0.771
25-06-17,1.224,1.682,1.464,0.771
26-06-17,1.223,1.687,1.463,0.77
27-06-17,1.222,1.686,1.462,0.769
28-06-17,1.221,1.686,1.461,0.769
29-06-17,1.221,1.684,1.46,0.769
30-06-17,1.221,1.679,1.46,0.768
01-07-17,1.221,1.679,1.46,0.768
02-07-17,1.22,1.68,1.459,0.767
03-07-17,1.215,1.682,1.463,0.77
04-07-17,1.214,1.682,1.463,0.769
05-07-17,1.215,1.682,1.465,0.769
06-07-17,1.216,1.682,1.466,0.768
07-07-17,1.217,1.675,1.467,0.767
08-07-17,1.217,1.675,1.467,0.767
09-07-17,1.217,1.676,1.467,0.766
10-07-17,1.218,1.683,1.467,0.765
11-07-17,1.218,1.684,1.467,0.765
12-07-17,1.217,1.683,1.467,0.765
13-07-17,1.218,1.683,1.467,0.764
14-07-17,1.218,1.675,1.467,0.767
15-07-17,1.218,1.675,1.467,0.767
16-07-17,1.218,1.676,1.466,0.766
17-07-17,1.218,1.679,1.466,0.766
18-07-17,1.218,1.683,1.467,0.765
19-07-17,1.219,1.683,1.467,0.758
20-07-17,1.219,1.683,1.468,0.758
21-07-17,1.22,1.678,1.469,0.758
22-07-17,1.22,1.678,1.469,0.758
23-07-17,1.22,1.678,1.469,0.759
24-07-17,1.221,1.685,1.47,0.76
25-07-17,1.221,1.687,1.47,0.76
26-07-17,1.22,1.687,1.47,0.76
27-07-17,1.22,1.686,1.47,0.76
28-07-17,1.221,1.679,1.47,0.764
29-07-17,1.221,1.679,1.47,0.764
30-07-17,1.221,1.68,1.471,0.764
31-07-17,1.223,1.686,1.472,0.765
01-08-17,1.224,1.687,1.474,0.765
02-08-17,1.226,1.687,1.476,0.77
03-08-17,1.228,1.687,1.477,0.771
04-08-17,1.228,1.682,1.48,0.77
05-08-17,1.228,1.682,1.48,0.77
06-08-17,1.23,1.683,1.482,0.772
07-08-17,1.234,1.691,1.483,0.774
08-08-17,1.234,1.691,1.484,0.777
09-08-17,1.235,1.692,1.485,0.776
10-08-17,1.236,1.692,1.486,0.778
11-08-17,1.236,1.686,1.486,0.779
12-08-17,1.236,1.686,1.486,0.779
13-08-17,1.237,1.687,1.487,0.779
14-08-17,1.237,1.693,1.488,0.78
15-08-17,1.237,1.694,1.488,0.78
16-08-17,1.237,1.695,1.488,0.781
17-08-17,1.238,1.694,1.488,0.782
18-08-17,1.238,1.688,1.489,0.782
19-08-17,1.238,1.688,1.489,0.782
20-08-17,1.238,1.688,1.489,0.783
21-08-17,1.238,1.695,1.489,0.783
22-08-17,1.237,1.695,1.488,0.783
23-08-17,1.236,1.695,1.488,0.783
24-08-17,1.236,1.695,1.487,0.784
25-08-17,1.236,1.687,1.488,0.784
26-08-17,1.236,1.687,1.488,0.784
27-08-17,1.236,1.688,1.488,0.786
28-08-17,1.236,1.696,1.488,0.787
29-08-17,1.235,1.696,1.488,0.787
30-08-17,1.235,1.696,1.487,0.788
31-08-17,1.235,1.694,1.487,0.788
01-09-17,1.235,1.687,1.488,0.789
02-09-17,1.235,1.687,1.488,0.789
03-09-17,1.236,1.689,1.492,0.789
04-09-17,1.238,1.697,1.496,0.791
05-09-17,1.239,1.699,1.5,0.792
06-09-17,1.24,1.701,1.503,0.791
07-09-17,1.242,1.7,1.504,0.792
08-09-17,1.244,1.695,1.506,0.792
09-09-17,1.244,1.695,1.506,0.792
10-09-17,1.245,1.696,1.507,0.793
11-09-17,1.246,1.703,1.508,0.793
12-09-17,1.246,1.703,1.508,0.793
13-09-17,1.247,1.703,1.508,0.794
14-09-17,1.247,1.702,1.508,0.794
15-09-17,1.248,1.696,1.508,0.794
16-09-17,1.248,1.696,1.508,0.794
17-09-17,1.248,1.697,1.509,0.794
18-09-17,1.249,1.704,1.509,0.794
19-09-17,1.249,1.705,1.509,0.795
20-09-17,1.25,1.706,1.509,0.792
21-09-17,1.251,1.706,1.509,0.792
22-09-17,1.252,1.699,1.509,0.792
23-09-17,1.252,1.699,1.509,0.792
24-09-17,1.252,1.701,1.508,0.791
25-09-17,1.253,1.708,1.507,0.798
26-09-17,1.254,1.706,1.507,0.798
27-09-17,1.255,1.706,1.507,0.799
28-09-17,1.258,1.705,1.507,0.801
29-09-17,1.261,1.697,1.508,0.804
30-09-17,1.261,1.697,1.508,0.804
01-10-17,1.263,1.698,1.508,0.805
02-10-17,1.265,1.705,1.508,0.804
03-10-17,1.267,1.705,1.508,0.804
04-10-17,1.268,1.705,1.507,0.804
05-10-17,1.269,1.704,1.507,0.806
06-10-17,1.27,1.698,1.506,0.807
07-10-17,1.27,1.698,1.506,0.807
08-10-17,1.27,1.699,1.506,0.808
09-10-17,1.271,1.706,1.506,0.808
10-10-17,1.27,1.705,1.506,0.808
11-10-17,1.27,1.705,1.506,0.808
12-10-17,1.271,1.706,1.505,0.808
13-10-17,1.271,1.698,1.504,0.808
14-10-17,1.271,1.698,1.504,0.808
15-10-17,1.27,1.698,1.503,0.809
16-10-17,1.27,1.704,1.503,0.81
17-10-17,1.27,1.705,1.503,0.81
18-10-17,1.269,1.704,1.502,0.811
19-10-17,1.27,1.702,1.502,0.811
20-10-17,1.27,1.695,1.503,0.809
21-10-17,1.27,1.695,1.503,0.809
22-10-17,1.27,1.697,1.503,0.81
23-10-17,1.271,1.704,1.503,0.811
24-10-17,1.271,1.704,1.504,0.811
25-10-17,1.271,1.704,1.504,0.811
26-10-17,1.271,1.704,1.504,0.811
27-10-17,1.272,1.697,1.504,0.811
28-10-17,1.272,1.697,1.504,0.811
29-10-17,1.272,1.698,1.504,0.811
30-10-17,1.272,1.705,1.505,0.811
31-10-17,1.272,1.703,1.506,0.811
01-11-17,1.272,1.703,1.506,0.811
02-11-17,1.277,1.705,1.511,0.813
03-11-17,1.28,1.7,1.513,0.814
04-11-17,1.28,1.7,1.513,0.814
05-11-17,1.283,1.702,1.515,0.815
06-11-17,1.284,1.709,1.517,0.816
07-11-17,1.286,1.711,1.519,0.819
08-11-17,1.289,1.713,1.524,0.822
09-11-17,1.292,1.714,1.526,0.823
10-11-17,1.295,1.709,1.531,0.825
11-11-17,1.295,1.709,1.531,0.825
12-11-17,1.298,1.712,1.535,0.827
13-11-17,1.3,1.719,1.538,0.828
14-11-17,1.301,1.722,1.54,0.83
15-11-17,1.302,1.728,1.54,0.83
16-11-17,1.303,1.729,1.541,0.83
17-11-17,1.303,1.724,1.541,0.83
18-11-17,1.303,1.724,1.541,0.83
19-11-17,1.303,1.725,1.54,0.828
20-11-17,1.304,1.731,1.54,0.831
21-11-17,1.304,1.731,1.539,0.831
22-11-17,1.303,1.731,1.539,0.831
23-11-17,1.304,1.731,1.539,0.831
24-11-17,1.304,1.725,1.538,0.831
25-11-17,1.304,1.725,1.538,0.831
26-11-17,1.304,1.729,1.538,0.831
27-11-17,1.304,1.737,1.537,0.831
28-11-17,1.304,1.737,1.537,0.832
29-11-17,1.304,1.737,1.536,0.832
30-11-17,1.304,1.737,1.535,0.832
01-12-17,1.303,1.728,1.535,0.832
02-12-17,1.303,1.728,1.535,0.832
03-12-17,1.303,1.729,1.535,0.832
04-12-17,1.304,1.736,1.535,0.833
05-12-17,1.303,1.736,1.535,0.834
06-12-17,1.303,1.736,1.535,0.834
07-12-17,1.303,1.735,1.534,0.834
08-12-17,1.303,1.727,1.534,0.834
09-12-17,1.303,1.727,1.534,0.834
10-12-17,1.303,1.729,1.533,0.834
11-12-17,1.303,1.736,1.533,0.834
12-12-17,1.302,1.735,1.533,0.834
13-12-17,1.303,1.734,1.533,0.835
14-12-17,1.303,1.734,1.533,0.833
15-12-17,1.303,1.726,1.534,0.833
16-12-17,1.303,1.726,1.534,0.833
17-12-17,1.303,1.728,1.533,0.834
18-12-17,1.304,1.735,1.533,0.835
19-12-17,1.303,1.735,1.533,0.835
20-12-17,1.303,1.735,1.533,0.836
21-12-17,1.304,1.733,1.533,0.835
22-12-17,1.304,1.726,1.534,0.835
23-12-17,1.304,1.726,1.534,0.835
24-12-17,1.304,1.727,1.535,0.835
25-12-17,1.304,1.732,1.535,0.835
26-12-17,1.304,1.733,1.535,0.835
27-12-17,1.304,1.733,1.535,0.835
28-12-17,1.305,1.735,1.536,0.836
29-12-17,1.307,1.729,1.537,0.836
30-12-17,1.307,1.729,1.537,0.836
31-12-17,1.308,1.729,1.538,0.836
01-01-18,1.308,1.734,1.538,0.836
02-01-18,1.308,1.735,1.538,0.836
03-01-18,1.309,1.736,1.54,0.836
04-01-18,1.311,1.735,1.54,0.836
05-01-18,1.312,1.729,1.54,0.838
06-01-18,1.313,1.729,1.541,0.839
07-01-18,1.313,1.731,1.541,0.838
08-01-18,1.314,1.738,1.542,0.838
09-01-18,1.315,1.738,1.542,0.839
10-01-18,1.315,1.737,1.542,0.838
11-01-18,1.317,1.737,1.543,0.839
12-01-18,1.319,1.731,1.544,0.839
13-01-18,1.32,1.732,1.546,0.838
14-01-18,1.321,1.733,1.546,0.838
15-01-18,1.322,1.741,1.547,0.838
16-01-18,1.323,1.742,1.548,0.838
17-01-18,1.323,1.741,1.548,0.838
18-01-18,1.324,1.741,1.549,0.838
19-01-18,1.324,1.735,1.549,0.838
20-01-18,1.324,1.735,1.549,0.835
21-01-18,1.325,1.736,1.549,0.835
22-01-18,1.325,1.742,1.549,0.835
23-01-18,1.325,1.742,1.549,0.835
24-01-18,1.324,1.741,1.549,0.834
25-01-18,1.325,1.74,1.55,0.834
26-01-18,1.326,1.735,1.55,0.834
27-01-18,1.326,1.736,1.551,0.833
28-01-18,1.326,1.736,1.551,0.833
29-01-18,1.326,1.744,1.552,0.833
30-01-18,1.326,1.746,1.552,0.832
31-01-18,1.326,1.746,1.553,0.831
01-02-18,1.327,1.746,1.553,0.829
02-02-18,1.327,1.739,1.553,0.831
03-02-18,1.327,1.739,1.553,0.831
04-02-18,1.327,1.74,1.552,0.83
05-02-18,1.327,1.747,1.552,0.829
06-02-18,1.327,1.747,1.553,0.828
07-02-18,1.326,1.746,1.552,0.827
08-02-18,1.325,1.746,1.551,0.826
09-02-18,1.325,1.737,1.55,0.824
10-02-18,1.324,1.736,1.548,0.823
11-02-18,1.324,1.737,1.548,0.825
12-02-18,1.322,1.743,1.546,0.823
13-02-18,1.32,1.741,1.544,0.822
14-02-18,1.317,1.74,1.54,0.819
15-02-18,1.316,1.737,1.538,0.818
16-02-18,1.313,1.73,1.535,0.816
17-02-18,1.311,1.728,1.533,0.815
18-02-18,1.311,1.729,1.532,0.815
19-02-18,1.31,1.733,1.532,0.815
20-02-18,1.309,1.734,1.531,0.815
21-02-18,1.308,1.734,1.53,0.814
22-02-18,1.308,1.733,1.529,0.813
23-02-18,1.308,1.726,1.528,0.812
24-02-18,1.308,1.733,1.529,0.813
25-02-18,1.307,1.728,1.528,0.811
26-02-18,1.307,1.733,1.528,0.81
27-02-18,1.307,1.734,1.528,0.809
28-02-18,1.307,1.734,1.528,0.809
01-03-18,1.308,1.733,1.527,0.807
02-03-18,1.309,1.727,1.528,0.805
03-03-18,1.309,1.727,1.528,0.805
04-03-18,1.309,1.728,1.528,0.805
05-03-18,1.309,1.735,1.528,0.805
06-03-18,1.309,1.734,1.528,0.805
07-03-18,1.308,1.733,1.527,0.804
08-03-18,1.308,1.731,1.526,0.804
09-03-18,1.307,1.724,1.525,0.804
10-03-18,1.307,1.724,1.525,0.803
11-03-18,1.307,1.725,1.525,0.803
12-03-18,1.307,1.732,1.525,0.803
13-03-18,1.306,1.732,1.525,0.803
14-03-18,1.306,1.732,1.524,0.802
15-03-18,1.306,1.73,1.524,0.803
16-03-18,1.306,1.723,1.524,0.803
17-03-18,1.306,1.724,1.524,0.803
18-03-18,1.305,1.726,1.523,0.803
19-03-18,1.305,1.733,1.524,0.803
20-03-18,1.305,1.732,1.525,0.802
21-03-18,1.305,1.733,1.527,0.801
22-03-18,1.307,1.734,1.53,0.801
23-03-18,1.309,1.727,1.533,0.802
24-03-18,1.31,1.728,1.536,0.799
25-03-18,1.31,1.729,1.536,0.799
26-03-18,1.312,1.736,1.539,0.799
27-03-18,1.314,1.738,1.542,0.8
28-03-18,1.315,1.739,1.544,0.8
29-03-18,1.317,1.739,1.546,0.8
30-03-18,1.318,1.733,1.547,0.799
31-03-18,1.319,1.734,1.548,0.799
01-04-18,1.319,1.735,1.549,0.799
02-04-18,1.32,1.741,1.55,0.799
03-04-18,1.321,1.743,1.551,0.799
04-04-18,1.322,1.743,1.552,0.8
05-04-18,1.323,1.738,1.554,0.799
06-04-18,1.324,1.738,1.554,0.799
07-04-18,1.324,1.74,1.555,0.799
08-04-18,1.324,1.741,1.555,0.799
09-04-18,1.325,1.743,1.555,0.799
10-04-18,1.324,1.749,1.555,0.799
11-04-18,1.324,1.75,1.554,0.798
12-04-18,1.326,1.749,1.555,0.798
13-04-18,1.328,1.742,1.557,0.798
14-04-18,1.33,1.742,1.558,0.799
15-04-18,1.33,1.743,1.558,0.798
16-04-18,1.332,1.75,1.559,0.798
17-04-18,1.334,1.75,1.562,0.801
18-04-18,1.335,1.751,1.563,0.801
19-04-18,1.337,1.75,1.563,0.801
20-04-18,1.338,1.744,1.564,0.8
21-04-18,1.339,1.744,1.565,0.799
22-04-18,1.339,1.745,1.565,0.799
23-04-18,1.34,1.751,1.566,0.799
24-04-18,1.341,1.752,1.567,0.799
25-04-18,1.343,1.754,1.57,0.799
26-04-18,1.346,1.755,1.572,0.8
27-04-18,1.348,1.75,1.575,0.8
28-04-18,1.35,1.751,1.577,0.8
29-04-18,1.35,1.751,1.577,0.8
30-04-18,1.353,1.76,1.579,0.8
01-05-18,1.354,1.761,1.58,0.8
02-05-18,1.356,1.763,1.582,0.798
03-05-18,1.359,1.764,1.585,0.798
04-05-18,1.361,1.759,1.587,0.799
05-05-18,1.362,1.76,1.588,0.8
06-05-18,1.363,1.762,1.589,0.8
07-05-18,1.364,1.774,1.59,0.801
08-05-18,1.366,1.776,1.591,0.802
09-05-18,1.367,1.777,1.593,0.804
10-05-18,1.37,1.78,1.596,0.807
11-05-18,1.375,1.777,1.601,0.81
12-05-18,1.379,1.78,1.605,0.813
13-05-18,1.379,1.781,1.605,0.813
14-05-18,1.383,1.79,1.609,0.816
15-05-18,1.385,1.793,1.612,0.818
16-05-18,1.388,1.795,1.615,0.819
17-05-18,1.392,1.797,1.618,0.82
18-05-18,1.397,1.795,1.624,0.823
19-05-18,1.402,1.798,1.629,0.823
20-05-18,1.402,1.799,1.63,0.823
21-05-18,1.407,1.808,1.634,0.824
22-05-18,1.41,1.811,1.638,0.825
23-05-18,1.414,1.814,1.642,0.826
24-05-18,1.417,1.815,1.645,0.827
25-05-18,1.42,1.811,1.647,0.827
26-05-18,1.421,1.813,1.649,0.828
27-05-18,1.422,1.814,1.65,0.828
28-05-18,1.423,1.82,1.651,0.828
29-05-18,1.425,1.822,1.652,0.828
30-05-18,1.425,1.823,1.653,0.829
31-05-18,1.426,1.823,1.654,0.829
01-06-18,1.427,1.818,1.654,0.829
02-06-18,1.427,1.818,1.654,0.83
03-06-18,1.428,1.82,1.654,0.83
04-06-18,1.428,1.827,1.654,0.83
05-06-18,1.428,1.827,1.654,0.83
06-06-18,1.427,1.828,1.653,0.831
07-06-18,1.427,1.827,1.652,0.83
08-06-18,1.426,1.82,1.65,0.829
09-06-18,1.425,1.82,1.649,0.828
10-06-18,1.424,1.821,1.648,0.828
11-06-18,1.423,1.83,1.647,0.829
12-06-18,1.421,1.829,1.645,0.829
13-06-18,1.42,1.829,1.644,0.829
14-06-18,1.42,1.827,1.643,0.829
15-06-18,1.419,1.82,1.642,0.829
16-06-18,1.418,1.818,1.642,0.829
17-06-18,1.418,1.819,1.641,0.829
18-06-18,1.417,1.826,1.64,0.827
19-06-18,1.416,1.825,1.639,0.829
20-06-18,1.415,1.824,1.637,0.829
21-06-18,1.414,1.822,1.636,0.829
22-06-18,1.413,1.815,1.635,0.829
23-06-18,1.413,1.814,1.635,0.829
24-06-18,1.413,1.815,1.634,0.828
25-06-18,1.412,1.822,1.633,0.829
26-06-18,1.411,1.821,1.632,0.829
27-06-18,1.41,1.82,1.632,0.829
28-06-18,1.41,1.82,1.631,0.829
29-06-18,1.41,1.814,1.633,0.829
30-06-18,1.41,1.814,1.634,0.83
01-07-18,1.41,1.815,1.634,0.83
02-07-18,1.411,1.824,1.636,0.831
03-07-18,1.413,1.827,1.639,0.832
04-07-18,1.413,1.835,1.641,0.832
05-07-18,1.414,1.836,1.642,0.832
06-07-18,1.415,1.83,1.643,0.832
07-07-18,1.415,1.83,1.642,0.832
08-07-18,1.416,1.831,1.643,0.832
09-07-18,1.415,1.839,1.643,0.832
10-07-18,1.416,1.84,1.644,0.833
11-07-18,1.416,1.841,1.644,0.833
12-07-18,1.416,1.841,1.645,0.834
13-07-18,1.417,1.834,1.645,0.836
14-07-18,1.417,1.834,1.645,0.836
15-07-18,1.416,1.835,1.645,0.836
16-07-18,1.417,1.842,1.644,0.837
17-07-18,1.416,1.842,1.644,0.837
18-07-18,1.415,1.841,1.642,0.838
19-07-18,1.414,1.84,1.64,0.837
20-07-18,1.413,1.83,1.639,0.836
21-07-18,1.412,1.83,1.637,0.835
22-07-18,1.411,1.831,1.637,0.836
23-07-18,1.41,1.838,1.636,0.835
24-07-18,1.41,1.838,1.636,0.835
25-07-18,1.41,1.837,1.636,0.833
26-07-18,1.41,1.836,1.635,0.832
27-07-18,1.41,1.829,1.637,0.831
28-07-18,1.411,1.829,1.638,0.831
29-07-18,1.411,1.831,1.638,0.831
30-07-18,1.411,1.838,1.639,0.831
31-07-18,1.411,1.839,1.64,0.832
01-08-18,1.412,1.839,1.642,0.832
02-08-18,1.413,1.838,1.643,0.832
03-08-18,1.413,1.831,1.643,0.832
04-08-18,1.413,1.831,1.643,0.832
05-08-18,1.413,1.833,1.643,0.832
06-08-18,1.414,1.841,1.643,0.832
07-08-18,1.413,1.84,1.644,0.832
08-08-18,1.413,1.841,1.644,0.832
09-08-18,1.414,1.839,1.644,0.832
10-08-18,1.414,1.833,1.644,0.832
11-08-18,1.414,1.833,1.644,0.832
12-08-18,1.415,1.834,1.644,0.832
13-08-18,1.415,1.842,1.644,0.833
14-08-18,1.415,1.843,1.644,0.833
15-08-18,1.415,1.844,1.644,0.833
16-08-18,1.416,1.845,1.644,0.834
17-08-18,1.415,1.837,1.644,0.834
18-08-18,1.415,1.837,1.643,0.835
19-08-18,1.415,1.838,1.643,0.835
20-08-18,1.415,1.846,1.643,0.835
21-08-18,1.415,1.844,1.643,0.835
22-08-18,1.415,1.845,1.644,0.835
23-08-18,1.416,1.844,1.643,0.835
24-08-18,1.416,1.836,1.643,0.836
25-08-18,1.416,1.836,1.643,0.836
26-08-18,1.416,1.839,1.643,0.836
27-08-18,1.416,1.846,1.643,0.837
28-08-18,1.416,1.845,1.643,0.837
29-08-18,1.415,1.845,1.643,0.837
30-08-18,1.417,1.843,1.643,0.837
31-08-18,1.418,1.834,1.643,0.837
01-09-18,1.418,1.833,1.644,0.838
02-09-18,1.418,1.835,1.644,0.837
03-09-18,1.419,1.841,1.644,0.836
04-09-18,1.421,1.841,1.645,0.838
05-09-18,1.422,1.842,1.646,0.84
06-09-18,1.424,1.841,1.646,0.842
07-09-18,1.425,1.834,1.647,0.843
08-09-18,1.426,1.834,1.647,0.844
09-09-18,1.426,1.835,1.647,0.844
10-09-18,1.426,1.841,1.646,0.845
11-09-18,1.426,1.841,1.647,0.845
12-09-18,1.426,1.841,1.646,0.846
13-09-18,1.427,1.839,1.646,0.847
14-09-18,1.427,1.833,1.646,0.848
15-09-18,1.427,1.832,1.645,0.848
16-09-18,1.428,1.834,1.645,0.848
17-09-18,1.428,1.842,1.645,0.849
18-09-18,1.427,1.841,1.644,0.85
19-09-18,1.427,1.842,1.644,0.85
20-09-18,1.427,1.841,1.642,0.85
21-09-18,1.427,1.834,1.641,0.851
22-09-18,1.426,1.835,1.64,0.851
23-09-18,1.426,1.836,1.639,0.851
24-09-18,1.425,1.843,1.639,0.851
25-09-18,1.425,1.843,1.639,0.851
26-09-18,1.425,1.843,1.639,0.851
27-09-18,1.425,1.841,1.639,0.853
28-09-18,1.427,1.834,1.64,0.854
29-09-18,1.429,1.834,1.641,0.855
30-09-18,1.429,1.836,1.641,0.856
01-10-18,1.431,1.843,1.643,0.857
02-10-18,1.434,1.843,1.646,0.859
03-10-18,1.439,1.844,1.65,0.863
04-10-18,1.447,1.846,1.655,0.867
05-10-18,1.453,1.842,1.66,0.871
06-10-18,1.457,1.843,1.663,0.874
07-10-18,1.458,1.845,1.663,0.875
08-10-18,1.462,1.852,1.665,0.877
09-10-18,1.466,1.853,1.667,0.881
10-10-18,1.468,1.854,1.669,0.884
11-10-18,1.471,1.854,1.669,0.886
12-10-18,1.472,1.848,1.669,0.887
13-10-18,1.473,1.848,1.669,0.887
14-10-18,1.473,1.849,1.668,0.887
15-10-18,1.474,1.854,1.667,0.888
16-10-18,1.474,1.854,1.666,0.888
17-10-18,1.473,1.852,1.664,0.888
18-10-18,1.473,1.851,1.661,0.887
19-10-18,1.473,1.844,1.658,0.886
20-10-18,1.472,1.844,1.657,0.885
21-10-18,1.472,1.845,1.655,0.884
22-10-18,1.472,1.852,1.653,0.883
23-10-18,1.471,1.851,1.651,0.882
24-10-18,1.47,1.85,1.649,0.881
25-10-18,1.469,1.848,1.648,0.881
26-10-18,1.469,1.841,1.646,0.88
27-10-18,1.468,1.84,1.645,0.879
28-10-18,1.467,1.84,1.643,0.879
29-10-18,1.467,1.84,1.642,0.877
30-10-18,1.466,1.838,1.641,0.876
31-10-18,1.466,1.837,1.639,0.874
01-11-18,1.466,1.836,1.638,0.873
02-11-18,1.465,1.829,1.636,0.872
03-11-18,1.465,1.827,1.634,0.871
04-11-18,1.465,1.828,1.633,0.87
05-11-18,1.464,1.833,1.631,0.869
06-11-18,1.463,1.829,1.627,0.867
07-11-18,1.461,1.826,1.622,0.865
08-11-18,1.459,1.822,1.618,0.862
09-11-18,1.457,1.815,1.613,0.859
10-11-18,1.456,1.812,1.61,0.856
11-11-18,1.455,1.813,1.609,0.856
12-11-18,1.454,1.816,1.605,0.854
13-11-18,1.453,1.814,1.601,0.852
14-11-18,1.451,1.812,1.597,0.849
15-11-18,1.45,1.808,1.594,0.847
16-11-18,1.449,1.801,1.59,0.844
17-11-18,1.447,1.799,1.587,0.842
18-11-18,1.447,1.799,1.586,0.841
19-11-18,1.445,1.802,1.583,0.839
20-11-18,1.443,1.799,1.579,0.837
21-11-18,1.44,1.796,1.574,0.834
22-11-18,1.437,1.792,1.57,0.831
23-11-18,1.433,1.783,1.565,0.828
24-11-18,1.43,1.78,1.561,0.826
25-11-18,1.429,1.78,1.559,0.826
26-11-18,1.425,1.782,1.554,0.822
27-11-18,1.42,1.779,1.55,0.82
28-11-18,1.415,1.776,1.545,0.817
29-11-18,1.411,1.773,1.541,0.816
30-11-18,1.407,1.766,1.538,0.813
01-12-18,1.404,1.764,1.535,0.81
02-12-18,1.402,1.763,1.534,0.809
03-12-18,1.398,1.765,1.53,0.807
04-12-18,1.394,1.764,1.528,0.805
05-12-18,1.39,1.762,1.526,0.803
06-12-18,1.388,1.761,1.524,0.802
07-12-18,1.385,1.755,1.522,0.8
08-12-18,1.383,1.754,1.521,0.8
